,,,,,,,,,,art,art,art,art,bus,bus,bus,bus,cs,cs,cs,cs,econ,econ,econ,econ,edu,edu,edu,edu,eng,eng,eng,eng,humanities,humanities,humanities,humanities,lifesci,lifesci,lifesci,lifesci,math,math,math,math,nurse,nurse,nurse,nurse,polisci,polisci,polisci,polisci,social,social,social,social
12,258,University of Dayton ,78%,"$180,200 ","$341,400 ",5.60%,"$114,400 ","$407,100 ",8.10%,,,,,"$407,900 ",6.30%,"$473,700 ",8.70%,,,,,,,,,,,,,"$500,400 ",7.00%,"$566,200 ",9.50%,,,,,,,,,,,,,,,,,,,,,,,,
18,259,California State University - East Bay (CSUEB) (In-State),41%,"$104,900 ","$340,300 ",7.70%,"$53,800 ","$391,500 ",11.30%,"$233,500 ",6.20%,"$284,600 ",9.80%,"$376,100 ",8.10%,"$427,300 ",11.80%,"$1,039,000 ",12.90%,"$1,090,000 ",16.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,260,Texas Woman's University (In-State),45%,"$74,390 ","$338,700 ",9.10%,"$55,240 ","$357,800 ",10.80%,,,,,"$357,500 ",9.40%,"$376,600 ",11.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$558,200 ",11.50%,"$577,300 ",13.10%,,,,,,,,
24,261,"Miami University - Oxford, OH (Out-Of-State)",80%,"$186,400 ","$337,700 ",5.50%,"$156,600 ","$367,500 ",6.40%,"$12,030 ",0.50%,"$41,830 ",1.40%,"$487,500 ",6.80%,"$517,300 ",7.70%,"$725,300 ",8.40%,"$755,100 ",9.40%,,,,,,,,,,,,,"$437,300 ",6.40%,"$467,100 ",7.30%,,,,,,,,,,,,,,,,,,,,
6,262,Western Connecticut State University (In-State),43%,"$103,300 ","$337,600 ",7.70%,"$78,590 ","$362,300 ",9.20%,,,,,"$324,700 ",7.50%,"$349,400 ",9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,263,University of Iowa (UI) (In-State),70%,"$89,390 ","$337,300 ",8.30%,"$55,660 ","$371,100 ",10.90%,"$264,800 ",7.30%,"$298,500 ",9.90%,"$459,000 ",9.70%,"$492,800 ",12.30%,"$746,300 ",12.00%,"$780,100 ",14.70%,,,,,,,,,"$718,800 ",11.80%,"$752,500 ",14.50%,"$162,400 ",5.50%,"$196,200 ",8.00%,,,,,,,,,,,,,,,,,,,,
30,264,Western Washington University (In-State),67%,"$90,990 ","$337,100 ",8.20%,"$60,680 ","$367,500 ",10.40%,"$146,400 ",5.10%,"$176,700 ",7.20%,"$500,500 ",10.00%,"$530,800 ",12.20%,"$996,300 ",13.40%,"$1,027,000 ",15.70%,,,,,,,,,,,,,"($26,100)",-1.50%,"$4,225 ",0.50%,,,,,,,,,,,,,"$196,300 ",6.10%,"$226,600 ",8.30%,,,,
18,265,DePaul University ,68%,"$189,400 ","$336,800 ",5.40%,"$116,600 ","$409,600 ",8.00%,"$199,900 ",3.80%,"$272,700 ",6.40%,"$388,900 ",5.90%,"$461,700 ",8.50%,"$688,700 ",8.10%,"$761,500 ",10.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,266,SUNY - Geneseo (In-State),79%,"$82,750 ","$335,300 ",8.60%,"$63,080 ","$354,900 ",10.10%,,,,,"$425,900 ",9.70%,"$445,600 ",11.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,267,SUNY - Albany (Out-Of-State),64%,"$119,000 ","$335,200 ",7.10%,"$89,350 ","$364,800 ",8.60%,,,,,,,,,,,,,,,,,,,,,,,,,"$44,460 ",1.80%,"$74,060 ",3.20%,,,,,,,,,,,,,,,,,,,,
0,268,Rivier College ,51%,"$162,600 ","$335,000 ",5.90%,"$108,500 ","$389,000 ",8.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,269,California State University - Fullerton (CSUF) (In-State),51%,"$101,700 ","$334,600 ",7.70%,"$54,360 ","$381,900 ",11.20%,"$212,900 ",6.00%,"$260,200 ",9.40%,"$463,700 ",9.10%,"$511,100 ",12.60%,"$523,700 ",9.70%,"$571,000 ",13.20%,,,,,,,,,,,,,"$200,600 ",5.80%,"$247,900 ",9.10%,,,,,,,,,,,,,,,,,,,,
36,270,University of Illinois at Chicago (In-State),58%,"$123,100 ","$334,400 ",7.00%,"$65,830 ","$391,600 ",10.40%,"$182,400 ",4.80%,"$239,700 ",8.20%,"$375,900 ",7.40%,"$433,200 ",10.80%,"$534,500 ",8.90%,"$591,800 ",12.40%,,,,,,,,,"$618,300 ",9.60%,"$675,500 ",13.10%,"$173,400 ",4.70%,"$230,600 ",8.00%,"$129,100 ",3.80%,"$186,400 ",7.10%,,,,,,,,,,,,,,,,
42,271,University of California - Davis (UC Davis) (Out-Of-State),81%,"$229,500 ","$334,200 ",4.80%,"$158,000 ","$405,800 ",6.70%,"$32,520 ",0.80%,"$104,100 ",2.70%,"$378,300 ",5.20%,"$449,900 ",7.10%,"$767,000 ",7.80%,"$838,600 ",9.80%,"$342,600 ",4.80%,"$414,200 ",6.80%,,,,,"$677,800 ",7.30%,"$749,300 ",9.30%,"$136,900 ",2.50%,"$208,400 ",4.50%,"$369,900 ",5.10%,"$441,400 ",7.10%,,,,,,,,,,,,,,,,
36,272,University of Arizona (Out-Of-State),61%,"$169,400 ","$334,100 ",5.80%,"$125,600 ","$377,900 ",7.40%,"($57,200)",-1.90%,"($13,400)",-0.40%,"$370,700 ",6.10%,"$414,500 ",7.70%,,,,,,,,,,,,,"$673,300 ",8.50%,"$717,100 ",10.20%,"$13,000 ",0.50%,"$56,790 ",2.00%,"$229,200 ",4.50%,"$273,000 ",6.10%,,,,,,,,,"$188,000 ",4.00%,"$231,800 ",5.50%,,,,
18,273,Oklahoma State University (OSU) - Main Campus (In-State),62%,"$91,620 ","$332,300 ",8.10%,"$54,860 ","$369,000 ",10.90%,,,,,"$260,800 ",7.10%,"$297,600 ",9.90%,"$540,200 ",10.30%,"$576,900 ",13.20%,,,,,,,,,"$708,600 ",11.60%,"$745,400 ",14.50%,,,,,,,,,,,,,,,,,,,,,,,,
6,274,University of San Diego (USD) ,76%,"$227,500 ","$331,200 ",4.80%,"$139,000 ","$419,800 ",7.40%,,,,,"$431,300 ",5.60%,"$519,900 ",8.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,275,University of Pittsburgh - Main Campus (In-State),79%,"$121,900 ","$330,700 ",7.00%,"$75,520 ","$377,100 ",9.50%,,,,,"$262,500 ",6.10%,"$308,900 ",8.70%,"$605,100 ",9.50%,"$651,500 ",12.20%,,,,,,,,,"$676,700 ",10.00%,"$723,100 ",12.70%,"$88,530 ",2.90%,"$134,900 ",5.40%,"$293,100 ",6.50%,"$339,500 ",9.10%,,,,,,,,,"$1,774 ",0.20%,"$48,160 ",2.70%,,,,
6,276,Loyola Marymount University ,75%,"$222,600 ","$330,600 ",4.80%,"$151,300 ","$401,900 ",6.90%,,,,,"$316,700 ",4.70%,"$387,900 ",6.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,277,Iowa State University (Out-Of-State),71%,"$136,400 ","$330,100 ",6.50%,"$105,300 ","$361,100 ",7.90%,"$55,360 ",1.90%,"$86,420 ",3.20%,"$283,800 ",6.00%,"$314,900 ",7.30%,"$796,700 ",10.30%,"$827,800 ",11.70%,,,,,,,,,"$591,200 ",8.90%,"$622,300 ",10.30%,,,,,"$101,200 ",3.00%,"$132,300 ",4.30%,,,,,,,,,,,,,,,,
42,278,San Diego State University (SDSU) - Main Campus (In-State),66%,"$104,600 ","$328,900 ",7.50%,"$58,720 ","$374,700 ",10.70%,"$102,500 ",3.60%,"$148,400 ",6.70%,"$304,000 ",7.20%,"$349,900 ",10.40%,"$552,500 ",9.80%,"$598,300 ",13.00%,,,,,,,,,"$768,100 ",11.40%,"$814,000 ",14.60%,"$188,300 ",5.50%,"$234,200 ",8.50%,"$327,500 ",7.50%,"$373,400 ",10.70%,,,,,,,,,"$311,400 ",7.30%,"$357,300 ",10.50%,,,,
6,279,Merrimack College ,64%,"$185,900 ","$328,700 ",5.40%,"$115,400 ","$399,100 ",7.90%,,,,,"$368,500 ",5.80%,"$438,900 ",8.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,280,University of Missouri - Columbia (In-State),71%,"$94,000 ","$328,300 ",8.00%,"$65,500 ","$356,800 ",9.90%,"$167,800 ",5.40%,"$196,300 ",7.30%,"$402,400 ",8.90%,"$430,900 ",10.80%,"$690,400 ",11.40%,"$718,900 ",13.40%,,,,,,,,,"$638,200 ",11.00%,"$666,700 ",13.00%,,,,,,,,,,,,,,,,,"$330,000 ",8.00%,"$358,500 ",10.00%,,,,
6,281,University of Colorado at Colorado Springs (In-State),47%,"$95,410 ","$327,900 ",7.90%,"$73,530 ","$349,700 ",9.30%,,,,,,,,,"$661,800 ",11.10%,"$683,700 ",12.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,282 (tie),Ohio Northern University (ONU) ,70%,"$198,300 ","$325,600 ",5.10%,"$98,590 ","$425,300 ",8.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,282 (tie),Widener University - Main Campus ,55%,"$210,000 ","$325,600 ",5.00%,"$119,600 ","$415,900 ",8.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,284,Syracuse University ,82%,"$220,100 ","$324,700 ",4.80%,"$114,000 ","$430,900 ",8.30%,"$272,300 ",4.30%,"$378,400 ",7.80%,"$469,900 ",6.10%,"$576,000 ",9.60%,"$648,600 ",7.30%,"$754,800 ",10.90%,"$752,600 ",7.90%,"$858,700 ",11.50%,,,,,"$606,400 ",7.00%,"$712,500 ",10.60%,,,,,,,,,,,,,,,,,,,,,,,,
12,285,Drake University ,74%,"$166,000 ","$324,000 ",5.70%,"$103,200 ","$386,800 ",8.30%,"($3,970)",0.00%,"$58,830 ",2.40%,"$465,300 ",7.10%,"$528,100 ",9.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,286,Arizona State University (ASU) (Out-Of-State),57%,"$154,900 ","$323,600 ",6.00%,"$114,800 ","$363,700 ",7.60%,"$105,900 ",2.80%,"$146,000 ",4.40%,"$403,200 ",6.80%,"$443,300 ",8.40%,"$629,000 ",8.60%,"$669,000 ",10.30%,,,,,"($66,900)",-2.60%,"($26,800)",-1.20%,"$688,500 ",9.00%,"$728,600 ",10.70%,"$111,600 ",2.90%,"$151,700 ",4.50%,,,,,,,,,"$346,900 ",6.20%,"$387,000 ",7.80%,,,,,"$282,800 ",5.50%,"$322,900 ",7.10%
12,287,California State University - San Bernardino (CSUSB) (In-State),44%,"$99,420 ","$323,500 ",7.70%,"$46,220 ","$376,700 ",11.90%,,,,,"$315,300 ",7.60%,"$368,400 ",11.80%,"$511,300 ",9.70%,"$564,500 ",14.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,288,Daniel Webster College ,47%,"$154,900 ","$322,400 ",6.00%,"$136,500 ","$340,700 ",6.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,289 (tie),New York Institute of Technology (NYIT) ,46%,"$192,100 ","$321,900 ",5.20%,"$121,100 ","$393,000 ",7.70%,,,,,"$171,500 ",3.40%,"$242,600 ",5.80%,"$267,300 ",4.60%,"$338,300 ",7.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,289 (tie),University of Idaho (In-State),56%,"$88,290 ","$321,900 ",8.20%,"$62,110 ","$348,100 ",10.10%,,,,,,,,,"$816,700 ",12.50%,"$842,900 ",14.50%,,,,,,,,,"$653,100 ",11.40%,"$679,300 ",13.40%,,,,,,,,,,,,,,,,,,,,,,,,
12,291,Utah State University - Main Campus (Out-Of-State),48%,"$119,400 ","$321,700 ",6.90%,"$89,410 ","$351,800 ",8.50%,,,,,"$225,900 ",5.60%,"$255,900 ",7.20%,,,,,,,,,,,,,"$587,400 ",9.50%,"$617,400 ",11.10%,,,,,,,,,,,,,,,,,,,,,,,,
0,292,University of Tulsa ,66%,"$192,800 ","$321,600 ",5.20%,"$106,800 ","$407,700 ",8.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,293,University of Missouri - Kansas City (UMKC) (In-State),48%,"$117,700 ","$320,800 ",7.00%,"$91,960 ","$346,500 ",8.30%,,,,,"$252,900 ",6.10%,"$278,600 ",7.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,294,Colorado State University (CSU) (In-State),63%,"$87,780 ","$320,500 ",8.20%,"$54,900 ","$353,400 ",10.70%,"$147,000 ",5.20%,"$179,900 ",7.70%,"$399,100 ",9.10%,"$432,000 ",11.70%,"$649,100 ",11.40%,"$681,900 ",14.10%,"$422,200 ",9.40%,"$455,100 ",12.00%,,,,,"$598,800 ",11.00%,"$631,700 ",13.60%,"$81,290 ",3.50%,"$114,200 ",6.00%,"$179,800 ",5.90%,"$212,700 ",8.40%,,,,,,,,,,,,,,,,
6,295,University of Massachusetts (UMass) - Dartmouth Campus (Out-Of-State),50%,"$150,700 ","$320,100 ",6.00%,"$115,900 ","$354,900 ",7.40%,,,,,"$289,000 ",5.70%,"$323,800 ",7.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,296 (tie),University of North Carolina at Charlotte (UNCC) (In-State),53%,"$79,170 ","$320,000 ",8.60%,"$50,690 ","$348,500 ",11.10%,"$43,590 ",2.40%,"$72,080 ",4.70%,"$417,900 ",9.80%,"$446,400 ",12.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,296 (tie),Kansas State University (KSU) (In-State),58%,"$88,860 ","$320,000 ",8.10%,"$65,250 ","$343,600 ",9.80%,"$29,160 ",1.60%,"$52,770 ",3.20%,"$308,200 ",7.90%,"$331,800 ",9.60%,"$467,100 ",9.80%,"$490,700 ",11.50%,,,,,,,,,"$688,700 ",11.60%,"$712,300 ",13.40%,,,,,,,,,,,,,,,,,,,,,,,,
6,298,University of Wyoming (UW) (Out-Of-State),54%,"$117,500 ","$318,900 ",7.00%,"$86,840 ","$349,600 ",8.60%,,,,,,,,,,,,,,,,,,,,,"$506,100 ",8.90%,"$536,800 ",10.50%,,,,,,,,,,,,,,,,,,,,,,,,
6,299,Notre Dame de Namur University (NDNU) ,47%,"$194,800 ","$318,200 ",5.10%,"$108,000 ","$405,100 ",8.30%,,,,,"$385,900 ",5.80%,"$472,700 ",9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,300,University of North Carolina at Chapel Hill (UNC) (In-State),89%,"$85,290 ","$318,100 ",8.30%,"$32,830 ","$370,600 ",13.50%,,,,,"$612,500 ",11.30%,"$664,900 ",16.70%,"$686,100 ",11.80%,"$738,500 ",17.30%,"$610,800 ",11.20%,"$663,200 ",16.70%,,,,,,,,,"$124,300 ",4.80%,"$176,700 ",9.90%,"$685,200 ",11.80%,"$737,700 ",17.30%,,,,,,,,,,,,,,,,
36,301,University of Georgia (UGA) (In-State),83%,"$85,990 ","$316,800 ",8.20%,"$48,820 ","$353,900 ",11.30%,"$117,800 ",4.60%,"$155,000 ",7.60%,"$471,800 ",10.00%,"$509,000 ",13.10%,"$421,600 ",9.50%,"$458,800 ",12.60%,"$618,200 ",11.30%,"$655,400 ",14.50%,"$56,310 ",2.70%,"$93,480 ",5.70%,,,,,"$202,700 ",6.40%,"$239,900 ",9.50%,,,,,,,,,,,,,,,,,,,,
18,302,University of Alabama - Main Campus (In-State),67%,"$103,200 ","$316,700 ",7.40%,"$60,360 ","$359,500 ",10.40%,"$2,428 ",0.30%,"$45,270 ",3.00%,"$362,600 ",8.00%,"$405,500 ",10.90%,,,,,,,,,,,,,"$722,400 ",11.10%,"$765,300 ",14.20%,,,,,,,,,,,,,,,,,,,,,,,,
60,303,Ohio State University (OSU) - Main Campus (In-State),82%,"$110,600 ","$316,400 ",7.20%,"$75,890 ","$351,100 ",9.20%,"$74,210 ",2.80%,"$108,900 ",4.70%,"$380,400 ",7.90%,"$415,100 ",10.00%,"$606,900 ",10.00%,"$641,600 ",12.10%,"$362,400 ",7.70%,"$397,100 ",9.80%,"($113,000)",<-16.7%,"($78,500)",<-16%,"$670,700 ",10.40%,"$705,400 ",12.50%,"$73,210 ",2.70%,"$107,900 ",4.70%,,,,,,,,,"$391,000 ",8.00%,"$425,700 ",10.10%,"$190,900 ",5.30%,"$225,600 ",7.30%,"$3,983 ",0.30%,"$38,680 ",2.20%
24,304,University at Buffalo (UB) (Out-Of-State),70%,"$130,000 ","$315,300 ",6.50%,"$97,990 ","$347,300 ",8.00%,"$71,910 ",2.40%,"$104,000 ",3.90%,"$211,900 ",5.10%,"$244,000 ",6.60%,"$595,800 ",9.20%,"$627,800 ",10.70%,,,,,,,,,"$581,100 ",9.00%,"$613,100 ",10.60%,,,,,,,,,,,,,,,,,,,,,,,,
6,305 (tie),Purdue University - Calumet Campus (In-State),29%,"$94,450 ","$315,200 ",7.80%,"$63,360 ","$346,300 ",10.00%,,,,,"$250,300 ",6.90%,"$281,400 ",9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,305 (tie),University of Wisconsin (UWEC) - Eau Claire (Out-Of-State),65%,"$113,100 ","$315,200 ",7.10%,"$96,970 ","$331,400 ",7.90%,,,,,"$348,600 ",7.50%,"$364,800 ",8.30%,,,,,,,,,,,,,,,,,,,,,"$218,900 ",5.70%,"$235,100 ",6.50%,,,,,,,,,,,,,,,,
18,307,University of New Hampshire (UNH) - Main Campus (In-State),77%,"$116,600 ","$314,900 ",6.90%,"$73,580 ","$358,000 ",9.40%,,,,,"$357,600 ",7.40%,"$400,700 ",9.90%,,,,,,,,,,,,,"$541,800 ",9.20%,"$584,900 ",11.80%,"$273,600 ",6.40%,"$316,600 ",8.90%,,,,,,,,,,,,,,,,,,,,
30,308,Michigan State University (MSU) (Out-Of-State),79%,"$176,500 ","$313,800 ",5.40%,"$135,200 ","$355,100 ",6.80%,,,,,"$415,500 ",6.40%,"$456,700 ",7.80%,"$683,800 ",8.40%,"$725,100 ",9.90%,,,,,,,,,"$572,300 ",7.70%,"$613,600 ",9.10%,"$45,700 ",1.30%,"$86,980 ",2.70%,,,,,,,,,"$279,100 ",5.00%,"$320,400 ",6.40%,,,,,,,,
6,309,Seattle University ,78%,"$196,500 ","$313,400 ",5.10%,"$132,200 ","$377,700 ",7.20%,,,,,"$364,500 ",5.60%,"$428,900 ",7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,310 (tie),DePauw University ,78%,"$192,600 ","$312,800 ",5.10%,"$99,290 ","$406,100 ",8.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,310 (tie),Adelphi University ,66%,"$179,400 ","$312,800 ",5.30%,"$114,800 ","$377,400 ",7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,312,Morehouse College ,55%,"$183,100 ","$312,400 ",5.30%,"$104,400 ","$391,100 ",8.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,313,University of Redlands ,72%,"$218,100 ","$311,700 ",4.70%,"$108,900 ","$420,900 ",8.40%,,,,,"$343,000 ",5.00%,"$452,200 ",8.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,314,West Virginia University (WVU) - Main Campus (In-State),57%,"$74,270 ","$311,600 ",8.80%,"$44,520 ","$341,400 ",11.60%,,,,,"$359,400 ",9.40%,"$389,100 ",12.20%,,,,,,,,,,,,,"$631,800 ",12.10%,"$661,600 ",15.00%,,,,,,,,,,,,,,,,,,,,,,,,
0,315,Farmingdale State College (Out-Of-State),43%,"$133,500 ","$311,300 ",6.40%,"$105,500 ","$339,300 ",7.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,316,Fitchburg State College (In-State),51%,"$84,790 ","$311,200 ",8.20%,"$58,500 ","$337,500 ",10.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,317,University of Wisconsin (UW) - La Crosse Campus (In-State),70%,"$76,860 ","$310,900 ",8.60%,"$64,430 ","$323,300 ",9.60%,,,,,"$343,500 ",9.00%,"$356,000 ",10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,318,SUNY - Institute of Technology (SUNYIT) (In-State),33%,"$83,080 ","$310,800 ",8.30%,"$59,910 ","$334,000 ",10.10%,,,,,"$161,700 ",5.70%,"$184,800 ",7.50%,"$431,400 ",9.70%,"$454,500 ",11.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,319,California State University - Sacramento (CSUS) (In-State),41%,"$110,100 ","$310,500 ",7.10%,"$57,620 ","$363,000 ",10.60%,,,,,"$271,900 ",6.60%,"$324,300 ",10.10%,"$885,600 ",11.80%,"$938,000 ",15.50%,,,,,,,,,"$799,900 ",11.30%,"$852,300 ",15.00%,,,,,,,,,,,,,,,,,,,,,"$213,600 ",5.70%,"$266,000 ",9.20%
6,320,Sonoma State University (In-State),55%,"$104,100 ","$310,400 ",7.30%,"$61,890 ","$352,600 ",10.20%,,,,,"$433,500 ",8.70%,"$475,800 ",11.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,321,Valparaiso University ,74%,"$173,300 ","$309,200 ",5.40%,"$90,190 ","$392,300 ",8.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,322,Texas A&M University - Kingsville Campus (In-State),32%,"$77,980 ","$307,700 ",8.50%,"$29,630 ","$356,100 ",13.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,323,Shippensburg University of Pennsylvania (In-State),57%,"$85,040 ","$307,600 ",8.10%,"$60,040 ","$332,600 ",10.00%,,,,,"$360,300 ",8.80%,"$385,300 ",10.70%,"$537,200 ",10.60%,"$562,200 ",12.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,324,"Concordia University - Austin, TX ",34%,"$152,300 ","$307,400 ",5.90%,"$90,450 ","$369,200 ",8.60%,,,,,"$414,700 ",7.00%,"$476,500 ",9.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,325,University of Tennessee (In-State),66%,"$101,200 ","$307,200 ",7.40%,"$64,900 ","$343,500 ",9.80%,"$189,000 ",5.60%,"$225,300 ",8.00%,"$374,200 ",8.20%,"$410,500 ",10.60%,,,,,,,,,,,,,"$683,700 ",11.00%,"$720,000 ",13.50%,,,,,,,,,,,,,,,,,,,,,,,,
48,326,Northern Illinois University (NIU) (In-State),54%,"$115,300 ","$307,100 ",6.90%,"$74,000 ","$348,400 ",9.30%,"$41,530 ",1.70%,"$82,880 ",4.00%,"$372,300 ",7.60%,"$413,700 ",10.10%,"$700,100 ",10.50%,"$741,500 ",12.90%,,,,,"$23,650 ",1.10%,"$65,000 ",3.40%,"$721,900 ",10.60%,"$763,300 ",13.10%,,,,,"$327,500 ",7.10%,"$368,800 ",9.50%,,,,,"$482,200 ",8.70%,"$523,600 ",11.20%,"$23,270 ",1.10%,"$64,620 ",3.40%,,,,
30,327 (tie),University of Utah (Out-Of-State),59%,"$164,700 ","$307,000 ",5.60%,"$129,500 ","$342,200 ",6.90%,"$7,065 ",0.40%,"$42,290 ",1.60%,"$341,800 ",6.00%,"$377,100 ",7.20%,"$693,600 ",8.80%,"$728,800 ",10.10%,"$491,800 ",7.30%,"$527,000 ",8.60%,,,,,"$655,500 ",8.50%,"$690,700 ",9.80%,,,,,,,,,,,,,,,,,,,,,,,,
6,327 (tie),Lamar University (Out-Of-State),32%,"$142,600 ","$307,000 ",6.10%,"$115,500 ","$334,000 ",7.20%,,,,,"$323,900 ",6.30%,"$351,000 ",7.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,329,University of Nevada - Reno (UNR) (In-State),54%,"$103,600 ","$306,400 ",7.30%,"$80,210 ","$329,800 ",8.70%,,,,,"$421,100 ",8.60%,"$444,500 ",10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,330,University of Nebraska - Lincoln (In-State),65%,"$91,130 ","$306,300 ",7.80%,"$60,780 ","$336,700 ",10.00%,"$23,300 ",1.30%,"$53,650 ",3.40%,"$289,600 ",7.60%,"$319,900 ",9.80%,,,,,,,,,,,,,"$659,700 ",11.30%,"$690,000 ",13.60%,,,,,,,,,,,,,,,,,,,,,,,,
18,331 (tie),Old Dominion University (In-State),49%,"$88,430 ","$305,900 ",7.90%,"$56,450 ","$337,800 ",10.40%,"($96,800)",<-21.9%,"($64,800)",<-20.8%,"$250,800 ",7.10%,"$282,800 ",9.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$313,400 ",8.00%,"$345,400 ",10.50%,,,,,,,,
6,331 (tie),University of Colorado - Denver Campus (Out-Of-State),45%,"$163,500 ","$305,900 ",5.60%,"$132,700 ","$336,700 ",6.70%,,,,,"$158,000 ",3.60%,"$188,800 ",4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,333,University of Scranton ,83%,"$205,800 ","$304,900 ",4.80%,"$130,000 ","$380,700 ",7.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,334,American University - Washington D.C. ,77%,"$214,100 ","$304,600 ",4.70%,"$129,400 ","$389,300 ",7.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$70,990 ",1.60%,"$155,700 ",4.20%,,,,
6,335,Rutgers University - Camden Campus (In-State),64%,"$121,300 ","$304,300 ",6.70%,"$80,460 ","$345,100 ",8.90%,,,,,"$455,900 ",8.30%,"$496,700 ",10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,336,Smith College ,85%,"$223,300 ","$303,600 ",4.60%,"$89,500 ","$437,400 ",9.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,337,Quinnipiac University ,75%,"$204,300 ","$303,200 ",4.80%,"$140,600 ","$366,900 ",6.80%,,,,,"$376,700 ",5.50%,"$440,400 ",7.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,338,University of Colorado - Boulder (UCB) (Out-Of-State),68%,"$209,200 ","$302,700 ",4.70%,"$171,600 ","$340,300 ",5.80%,,,,,"$319,800 ",4.90%,"$357,400 ",6.00%,"$821,700 ",8.50%,"$859,300 ",9.60%,"$247,800 ",4.20%,"$285,400 ",5.20%,,,,,"$540,400 ",6.80%,"$578,000 ",7.80%,"($8,160)",0.00%,"$29,460 ",1.00%,"$135,600 ",2.70%,"$173,300 ",3.70%,,,,,,,,,"$114,900 ",2.40%,"$152,500 ",3.40%,,,,
12,339,University of Vermont (UVM) (In-State),76%,"$111,200 ","$302,600 ",7.00%,"$57,110 ","$356,700 ",10.60%,,,,,"$387,700 ",8.00%,"$441,800 ",11.60%,,,,,,,,,,,,,,,,,"$178,900 ",5.10%,"$233,000 ",8.60%,,,,,,,,,,,,,,,,,,,,
